	ORDER_ID	SUBORDER_ID	SUBPRODUCT_ID	EQUIPMENT_ID 	MAKE_TIME	UNIT	EQUIPMENT_MODE	SETUP_TIME	IS_PRESENT	START_TIME	END_TIME
15	order_477	suborder_9501	subproduct_1599	equip_126	1	kg	mode_0	550	1	2021-12-16 20:09:00	2021-12-17 05:20:00
16	order_289	suborder_9758	subproduct_1599	equip_126	1	kg	mode_0	550	1	2021-12-17 05:20:00	2021-12-17 14:31:00
17	order_1	suborder_10299	subproduct_1599	equip_126	1	kg	mode_0	550	1	2021-12-17 14:31:00	2021-12-17 23:42:00
18	order_342	suborder_10961	subproduct_1599	equip_126	1	kg	mode_0	550	0	0	0
19	order_126	suborder_11076	subproduct_1599	equip_126	1	kg	mode_0	550	0	0	0
20	order_130	suborder_1096	subproduct_1602	equip_126	1	kg	mode_0	550	0	0	0
21	order_517	suborder_3029	subproduct_1602	equip_126	1	kg	mode_0	550	0	0	0
22	order_515	suborder_4222	subproduct_1602	equip_126	1	kg	mode_0	550	0	0	0
23	order_538	suborder_6613	subproduct_1602	equip_126	1	kg	mode_0	550	0	0	0
24	order_322	suborder_1101	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
25	order_0	suborder_1687	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
26	order_193	suborder_3664	subproduct_1601	equip_126	1	kg	mode_0	550	1	2021-12-17 23:42:00	2021-12-18 08:53:00
27	order_274	suborder_4227	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
28	order_142	suborder_4632	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
29	order_356	suborder_5758	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
30	order_23	suborder_6846	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
31	order_0	suborder_7412	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
32	order_22	suborder_7977	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
33	order_393	suborder_7978	subproduct_1601	equip_126	1	kg	mode_0	550	1	2021-12-18 08:53:00	2021-12-18 18:04:00
34	order_232	suborder_9275	subproduct_1601	equip_126	1	kg	mode_0	550	1	2021-12-18 18:04:00	2021-12-19 03:15:00
35	order_272	suborder_9702	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
36	order_23	suborder_11308	subproduct_1601	equip_126	1	kg	mode_0	550	0	0	0
37	order_161	suborder_1105	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
38	order_230	suborder_1525	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
39	order_463	suborder_2788	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
40	order_466	suborder_3424	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
41	order_278	suborder_3443	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
42	order_328	suborder_3795	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
43	order_139	suborder_4447	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
44	order_337	suborder_4673	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
45	order_309	suborder_4727	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
46	order_299	suborder_4745	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
47	order_372	suborder_5192	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
48	order_176	suborder_5844	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
49	order_77	suborder_5847	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
50	order_155	suborder_7491	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
51	order_38	suborder_8769	subproduct_1234	equip_126	1	kg	mode_0	550	1	2021-12-19 03:15:00	2021-12-19 12:26:00
52	order_158	suborder_9085	subproduct_1234	equip_126	1	kg	mode_0	550	1	2021-12-19 12:26:00	2021-12-19 21:37:00
53	order_388	suborder_9388	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
54	order_254	suborder_9455	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
55	order_219	suborder_9620	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
56	order_495	suborder_10761	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
57	order_167	suborder_10820	subproduct_1234	equip_126	1	kg	mode_0	550	0	0	0
58	order_260	suborder_1107	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
59	order_306	suborder_1548	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
60	order_260	suborder_1604	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
61	order_162	suborder_1719	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
62	order_306	suborder_2091	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
63	order_54	suborder_2155	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
64	order_306	suborder_2162	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
65	order_260	suborder_2303	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
66	order_253	suborder_2385	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
67	order_162	suborder_2469	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
68	order_253	suborder_2540	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
69	order_54	suborder_2810	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
70	order_253	suborder_2989	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
71	order_162	suborder_3053	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
72	order_306	suborder_3069	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
73	order_260	suborder_3110	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
74	order_54	suborder_3121	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
75	order_306	suborder_3132	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
76	order_162	suborder_3172	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
77	order_306	suborder_3408	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
78	order_54	suborder_3772	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
79	order_260	suborder_3874	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
80	order_162	suborder_4132	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
81	order_306	suborder_4177	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
82	order_306	suborder_4330	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
83	order_260	suborder_4747	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
84	order_260	suborder_4848	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
85	order_306	suborder_4893	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
86	order_260	suborder_4996	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
87	order_253	suborder_5119	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
88	order_162	suborder_5120	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
89	order_306	suborder_5300	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
90	order_260	suborder_5497	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
91	order_260	suborder_5541	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
92	order_306	suborder_5599	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
93	order_162	suborder_5607	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
94	order_306	suborder_5644	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
95	order_306	suborder_6010	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
96	order_253	suborder_6057	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
97	order_253	suborder_6068	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
98	order_306	suborder_6274	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
99	order_54	suborder_6316	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
100	order_253	suborder_6519	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
101	order_260	suborder_6524	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
102	order_260	suborder_6809	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
103	order_260	suborder_7059	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
104	order_260	suborder_7114	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
105	order_306	suborder_7122	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
106	order_162	suborder_7178	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
107	order_306	suborder_7618	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
108	order_260	suborder_7803	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
109	order_162	suborder_7824	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
110	order_260	suborder_8201	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
111	order_253	suborder_8452	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
112	order_260	suborder_8583	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
113	order_162	suborder_8731	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
114	order_260	suborder_8812	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
115	order_162	suborder_9032	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
116	order_260	suborder_9107	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
117	order_260	suborder_9191	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
118	order_162	suborder_9393	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
119	order_306	suborder_9512	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
120	order_260	suborder_9914	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
121	order_260	suborder_10068	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
122	order_306	suborder_10117	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
123	order_54	suborder_10434	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
124	order_54	suborder_10673	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
125	order_260	suborder_10695	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
126	order_260	suborder_10793	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
127	order_162	suborder_11046	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
128	order_306	suborder_11069	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
129	order_162	suborder_11143	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
130	order_260	suborder_11164	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
131	order_260	suborder_11186	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
132	order_253	suborder_11465	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
133	order_253	suborder_11506	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
134	order_260	suborder_11614	subproduct_1279	equip_126	1	kg	mode_0	550	0	0	0
135	order_43	suborder_1123	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
136	order_100	suborder_1353	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
137	order_81	suborder_2280	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
138	order_100	suborder_2669	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
139	order_100	suborder_3150	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
140	order_202	suborder_3589	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
141	order_43	suborder_4010	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
142	order_43	suborder_4081	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
143	order_513	suborder_5201	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
144	order_100	suborder_5737	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
145	order_43	suborder_6096	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
146	order_100	suborder_6576	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
147	order_43	suborder_7448	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
148	order_100	suborder_9024	subproduct_1282	equip_126	2	kg	mode_0	550	1	2022-01-04 14:08:00	2022-01-04 23:20:00
149	order_202	suborder_9972	subproduct_1282	equip_126	2	kg	mode_0	550	0	0	0
150	order_349	suborder_1131	subproduct_1347	equip_126	3	kg	mode_0	550	0	0	0
151	order_89	suborder_4720	subproduct_1347	equip_126	3	kg	mode_0	550	0	0	0
152	order_4	suborder_8668	subproduct_1347	equip_126	3	kg	mode_0	550	0	0	0
153	order_288	suborder_10406	subproduct_1347	equip_126	3	kg	mode_0	550	0	0	0
154	order_513	suborder_1139	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
155	order_202	suborder_2565	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
156	order_100	suborder_3190	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
157	order_100	suborder_4110	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
158	order_100	suborder_6079	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
159	order_43	suborder_7476	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
160	order_202	suborder_7770	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
161	order_81	suborder_7849	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
162	order_100	suborder_8868	subproduct_1025	equip_126	2	kg	mode_0	550	1	2022-01-04 23:20:00	2022-01-05 08:32:00
163	order_43	suborder_9074	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
164	order_100	suborder_9306	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
165	order_43	suborder_9418	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
166	order_100	suborder_9644	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
167	order_43	suborder_10190	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
168	order_43	suborder_10539	subproduct_1025	equip_126	2	kg	mode_0	550	0	0	0
169	order_121	suborder_1148	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
170	order_104	suborder_2048	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
171	order_51	suborder_2234	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
172	order_173	suborder_2460	subproduct_1486	equip_126	1	kg	mode_0	550	1	2021-12-19 21:37:00	2021-12-20 06:48:00
173	order_402	suborder_2791	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
174	order_18	suborder_3313	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
175	order_131	suborder_3893	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
176	order_173	suborder_4433	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
177	order_493	suborder_4938	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
178	order_93	suborder_7211	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
179	order_18	suborder_7303	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
180	order_32	suborder_7959	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
181	order_216	suborder_8343	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
182	order_484	suborder_9497	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
183	order_18	suborder_10507	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
184	order_18	suborder_10781	subproduct_1486	equip_126	1	kg	mode_0	550	0	0	0
185	order_32	suborder_11319	subproduct_1486	equip_126	1	kg	mode_0	550	1	2021-12-20 06:48:00	2021-12-20 15:59:00
186	order_33	suborder_1152	subproduct_228	equip_126	1	kg	mode_0	550	0	0	0
187	order_335	suborder_1781	subproduct_228	equip_126	1	kg	mode_0	550	0	0	0
188	order_201	suborder_2677	subproduct_228	equip_126	1	kg	mode_0	550	0	0	0
189	order_135	suborder_7170	subproduct_228	equip_126	1	kg	mode_0	550	0	0	0
190	order_33	suborder_7914	subproduct_228	equip_126	1	kg	mode_0	550	0	0	0
191	order_347	suborder_8566	subproduct_228	equip_126	1	kg	mode_0	550	0	0	0
192	order_33	suborder_8684	subproduct_228	equip_126	1	kg	mode_0	550	0	0	0
193	order_417	suborder_10882	subproduct_228	equip_126	1	kg	mode_0	550	0	0	0
194	order_452	suborder_1171	subproduct_53	equip_126	1	kg	mode_0	550	0	0	0
195	order_405	suborder_1309	subproduct_53	equip_126	1	kg	mode_0	550	0	0	0
196	order_251	suborder_3233	subproduct_53	equip_126	1	kg	mode_0	550	0	0	0
197	order_309	suborder_1204	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
198	order_219	suborder_1545	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
199	order_299	suborder_2072	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
200	order_278	suborder_2417	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
201	order_381	suborder_3231	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
202	order_30	suborder_3430	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
203	order_161	suborder_4292	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
204	order_345	suborder_5204	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
205	order_337	suborder_5353	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
206	order_139	suborder_5384	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
207	order_155	suborder_5528	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
208	order_328	suborder_5579	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
209	order_466	suborder_6499	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
210	order_158	suborder_6633	subproduct_1710	equip_126	1	kg	mode_0	550	1	2021-12-20 15:59:00	2021-12-21 01:10:00
211	order_372	suborder_7730	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
212	order_167	suborder_8749	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
213	order_463	suborder_8901	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
214	order_254	suborder_9571	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
215	order_388	suborder_9927	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
216	order_38	suborder_9973	subproduct_1710	equip_126	1	kg	mode_0	550	1	2021-12-15 07:25:00	2021-12-15 16:36:00
217	order_230	suborder_10634	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
218	order_495	suborder_10711	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
219	order_77	suborder_10845	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
220	order_176	suborder_11591	subproduct_1710	equip_126	1	kg	mode_0	550	0	0	0
221	order_35	suborder_1219	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
222	order_35	suborder_1656	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
223	order_464	suborder_2050	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
224	order_35	suborder_2233	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
225	order_294	suborder_2423	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
226	order_129	suborder_2448	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
227	order_129	suborder_2575	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
228	order_294	suborder_2835	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
229	order_341	suborder_2898	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
230	order_294	suborder_2923	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
231	order_35	suborder_3189	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
232	order_341	suborder_3251	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
233	order_341	suborder_3349	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
234	order_294	suborder_3365	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
235	order_35	suborder_3393	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
236	order_129	suborder_3416	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
237	order_294	suborder_3476	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
238	order_294	suborder_3580	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
239	order_294	suborder_3889	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
240	order_294	suborder_4036	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
241	order_341	suborder_4068	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
242	order_294	suborder_4147	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
243	order_464	suborder_4171	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
244	order_464	suborder_4491	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
245	order_464	suborder_4648	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
246	order_443	suborder_4714	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
247	order_294	suborder_4732	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
248	order_129	suborder_4916	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
249	order_464	suborder_4928	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
250	order_294	suborder_4966	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
251	order_464	suborder_4984	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
252	order_464	suborder_5121	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
253	order_464	suborder_5172	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
254	order_35	suborder_5281	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
255	order_341	suborder_5591	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
256	order_294	suborder_5626	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
257	order_294	suborder_5702	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
258	order_443	suborder_5821	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
259	order_341	suborder_5889	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
260	order_35	suborder_5896	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
261	order_294	suborder_5957	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
262	order_35	suborder_6511	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
263	order_294	suborder_6536	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
264	order_443	suborder_6792	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
265	order_341	suborder_6949	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
266	order_294	suborder_6999	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
267	order_443	suborder_7050	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
268	order_294	suborder_7113	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
269	order_341	suborder_7158	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
270	order_443	suborder_7302	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
271	order_294	suborder_7672	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
272	order_464	suborder_7777	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
273	order_464	suborder_7981	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
274	order_341	suborder_8071	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
275	order_129	suborder_8077	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
276	order_129	suborder_8142	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
277	order_341	suborder_8254	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
278	order_294	suborder_8503	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
279	order_464	suborder_8628	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
280	order_341	suborder_8644	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
281	order_464	suborder_8647	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
282	order_341	suborder_9142	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
283	order_294	suborder_9395	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
284	order_35	suborder_9438	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
285	order_129	suborder_9479	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
286	order_464	suborder_9714	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
287	order_294	suborder_9743	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
288	order_464	suborder_9856	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
289	order_341	suborder_9904	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
290	order_294	suborder_9908	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
291	order_294	suborder_10162	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
292	order_294	suborder_10181	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
293	order_443	suborder_10314	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
294	order_443	suborder_10338	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
295	order_35	suborder_10359	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
296	order_341	suborder_10444	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
297	order_341	suborder_10515	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
298	order_341	suborder_10618	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
299	order_294	suborder_10676	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
300	order_294	suborder_10708	subproduct_1696	equip_126	1	kg	mode_0	550	0	0	0
